a.s,x
0,4.5323516316
0,4.55769365412
0,5.01545948622
0,5.01670514914
0,5.08454945872
0,5.08688829075
0,5.08831886192
0,5.08990119152
0,5.09619988725
0,5.09922878076
0,5.14965579388
0,5.20789160635
0,5.22951289293
0,5.30793909191
0,5.30853259555
0,5.32561429782
0,5.35415077719
0,5.35676956646
0,5.38119554806
0,5.38212815767
0,5.3856784039
0,5.41245520188
0,5.41877220355
0,5.4373124424
0,5.43760130609
0,5.49455581471
0,5.51845331577
0,5.51915021094
0,5.52927451608
0,5.53029625638
0,5.5475594552
0,5.54921776465
0,5.56371515527
0,5.56804027332
0,5.56972174646
0,5.57786770655
0,5.5920648883
0,5.59655143113
0,5.60070390391
0,5.60832074789
0,5.6158855764
0,5.62225262929
0,5.62230023787
0,5.62391289704
0,5.63464091257
0,5.64786904703
0,5.65519524128
0,5.65778053029
0,5.66859783057
0,5.67477402287
0,5.67910492359
0,5.68384875226
0,5.684802398
0,5.68726289158
0,5.68989347603
0,5.71009740717
0,5.7177951932
0,5.72723871574
0,5.72965283063
0,5.73123979036
0,5.74284028881
0,5.74462888986
0,5.74509155987
0,5.74620268447
0,5.74954439716
0,5.75080427153
0,5.76191566239
0,5.77285184495
0,5.79066791807
0,5.79287989284
0,5.79453442035
0,5.7992149482
0,5.81081982323
0,5.82058654401
0,5.82571667787
0,5.82780545025
0,5.83094982913
0,5.83100394529
0,5.83311769677
0,5.8358125856
0,5.83979277166
0,5.85979790398
0,5.86858108636
0,5.87351745551
0,5.87370910585
0,5.87593579588
0,5.87679264253
0,5.87737410443
0,5.8796620627
0,5.88822514206
0,5.8926546268
0,5.89582882468
0,5.89655587125
0,5.90199839011
0,5.90858907289
0,5.91294091354
0,5.91581444037
0,5.91823509405
0,5.92180357351
0,5.92340265553
0,5.92642244849
0,5.92936508542
0,5.93508155398
0,5.94120552363
0,5.94237095849
0,5.94442720167
0,5.94627256223
0,5.9479015285
0,5.95478256132
0,5.95619709127
0,5.95693638755
0,5.96027408104
0,5.96069989761
0,5.96776715066
0,5.96820687109
0,5.97740179854
0,5.97888106557
0,5.98371896089
0,5.98593600735
0,5.99073038299
0,5.99162803181
0,5.99184438299
0,5.9938093612
