a.s,x
1,17.2102475067
1,17.2106636989
1,17.2116253951
1,17.2124908115
1,17.219139883
1,17.227585463
1,17.2294395685
1,17.2367215022
1,17.2369784226
1,17.2432946176
1,17.244388785
1,17.2453352327
1,17.2470687294
0,17.2511462643
1,17.2591893308
1,17.2653557381
1,17.2692867482
0,17.2771104977
1,17.2784177029
1,17.2829420513
1,17.2838498002
1,17.2845403744
0,17.2869947802
0,17.2878449072
1,17.2943454845
1,17.2951832507
1,17.2953372772
1,17.2970215244
0,17.2986280112
0,17.3003340038
1,17.3071233296
1,17.3088845994
1,17.3105559619
1,17.3124908978
0,17.3148845413
1,17.3165398695
1,17.3229982088
1,17.3359196379
1,17.3425048053
1,17.3431745056
0,17.3457274094
1,17.3457729296
1,17.3525276436
1,17.354686167
1,17.3563607867
1,17.3596478422
1,17.3603673029
1,17.3644633767
1,17.3699489912
1,17.3717605689
1,17.3736134043
1,17.3900097382
1,17.399906115
1,17.4007292022
1,17.4029359868
0,17.4035836732
1,17.4045827853
1,17.4095781119
1,17.4106575305
1,17.414528555
1,17.4195527315
1,17.4205716111
1,17.4232836028
0,17.4237630179
1,17.4297243196
1,17.4338727051
1,17.4346368321
1,17.4418805898
0,17.4452661587
1,17.450764533
1,17.4531089767
1,17.4535779378
0,17.4556548063
1,17.4635944291
1,17.466578666
1,17.4672788039
1,17.4681697803
1,17.4699821637
1,17.4707708117
1,17.4717309686
1,17.4797620537
1,17.4800296336
1,17.4855229897
1,17.4869517116
1,17.4939162211
1,17.4973268973
1,17.5028887049
1,17.5108888859
1,17.5132273656
1,17.5154770899
0,17.520855662
1,17.5243410014
1,17.5256149067
1,17.5256679606
1,17.5340942161
1,17.5346998242
1,17.5375610958
0,17.542566313
1,17.5470409551
1,17.547359609
1,17.5539727528
1,17.5566535918
1,17.56260755
1,17.5629583067
1,17.5672674044
1,17.5716978627
1,17.5763561734
1,17.5801606241
1,17.5829846553
1,17.5837900811
0,17.5851980882
1,17.5914983895
1,17.5950245918
0,17.5991929749
1,17.5993595915
1,17.6018787468
1,17.604371379
1,17.6057254575
0,17.6058347886
1,17.6085383169
1,17.6127801367
1,17.6130458436
1,17.615001375
1,17.6186823212
1,17.6198528501
1,17.62256913
1,17.6248788017
1,17.6274783996
1,17.6314577248
1,17.632564151
1,17.6331222444
1,17.6460903922
0,17.6515686306
1,17.6548574838
1,17.6572733008
1,17.6584205075
1,17.6600571619
1,17.6627770684
1,17.6676225014
1,17.6678766311
1,17.6679661656
1,17.6685570656
0,17.6737370596
1,17.676339099
1,17.6775930798
1,17.6794489077
1,17.6829718108
1,17.68485433
1,17.6889745607
1,17.6941192261
1,17.6946011442
1,17.6954539806
1,17.7013133079
1,17.7013662675
1,17.7019111913
1,17.7091711552
1,17.7210750471
1,17.7250873936
1,17.7258138947
1,17.728732966
1,17.7296894559
1,17.7312628708
1,17.7314719639
1,17.7371530134
1,17.738940809
1,17.7392650432
1,17.7395094968
1,17.7404056924
1,17.7416539396
1,17.7435164489
1,17.7439959602
1,17.7456634634
1,17.7461607638
1,17.746599763
1,17.7475941296
1,17.7522469523
1,17.7539579289
1,17.7571532073
1,17.758823349
1,17.7614983177
0,17.7636865594
1,17.7718323882
1,17.7735046605
1,17.7746187733
1,17.7765747753
1,17.7785733072
1,17.7818560012
1,17.7860166118
1,17.7867644849
1,17.7878207686
1,17.7889100883
1,17.7916787467
1,17.7921695573
1,17.7971352025
1,17.797158321
1,17.7996726954
1,17.8009782652
1,17.8023023499
1,17.8043325257
0,17.806186535
1,17.8111244123
1,17.8114929823
1,17.814820786
1,17.8152884591
1,17.817884698
0,17.819377733
0,17.8202623503
1,17.8234869337
1,17.8249892103
1,17.8279687705
1,17.8319042334
1,17.8336429274
1,17.834051948
1,17.8438780305
1,17.8484505329
1,17.8493654911
1,17.8501312882
0,17.8521450983
1,17.8536274942
1,17.8537987121
1,17.8570804669
1,17.8593236033
1,17.8596997622
1,17.8602118878
1,17.8660698895
1,17.867407147
0,17.8755834688
1,17.8767072081
0,17.8779587991
1,17.88028401
1,17.8805789959
1,17.8848579531
1,17.8856352188
1,17.8866480574
1,17.8874616834
1,17.8892952229
1,17.8905864503
1,17.892865916
1,17.893259987
1,17.8955623401
1,17.9024257432
1,17.9037105728
1,17.9046446913
1,17.9071655562
1,17.9076064915
1,17.9087760885
1,17.9105666898
1,17.9134172776
1,17.915782855
1,17.9171088409
1,17.924418421
1,17.9259927587
1,17.9275467574
1,17.9292926747
1,17.9309103654
1,17.9338673214
1,17.9345056888
1,17.9367631826
1,17.937463955
1,17.939571511
1,17.9428265741
1,17.947475681
1,17.949281789
1,17.949858164
1,17.9511094621
1,17.9518940696
1,17.9520450163
1,17.9547738537
1,17.9594726126
1,17.9599139117
1,17.9612437506
1,17.9638664193
1,17.9659890211
1,17.9674162101
1,17.970050193
1,17.9710852146
1,17.972355463
1,17.9725141153
1,17.9776538063
1,17.9780218722
1,17.978306356
1,17.9816134777
1,17.9839880821
1,17.9841804284
1,17.9858976734
1,17.9865050549
1,17.987615728
1,17.9876582716
1,17.9910166105
1,17.9924414403
1,17.9926500569
0,17.9934142851
1,17.9965503067
1,18.0027375209
1,18.0037303553
1,18.0047917395
1,18.0052474505
1,18.0108638866
1,18.0159605594
1,18.0160991602
1,18.0174663108
1,18.0180030891
1,18.0212963791
1,18.0229186084
1,18.0256291094
1,18.0267052486
1,18.0274638523
1,18.0280071418
1,18.0295473393
1,18.0296609432
1,18.0308505661
1,18.0319614194
1,18.0330583945
0,18.0342830947
1,18.0354812852
1,18.0377699869
1,18.0439944888
1,18.045236791
1,18.0491276399
1,18.0496408625
1,18.0499332738
1,18.0502115806
1,18.0509326738
1,18.0512146865
0,18.0549874286
1,18.0594704112
1,18.060664485
1,18.061557435
1,18.0619384028
1,18.0620268244
1,18.0635468461
1,18.0642601582
1,18.0645409104
1,18.0653114831
1,18.0656767334
1,18.0683229665
1,18.0702940366
1,18.0741893183
1,18.0751467142
1,18.0817843717
1,18.0847498208
1,18.0871315319
1,18.0872234927
0,18.0895248717
1,18.0935120884
1,18.0941647579
1,18.0950456633
1,18.0954713581
1,18.0975275071
1,18.0992246811
1,18.0998213195
1,18.1021849231
1,18.1030175169
1,18.1033245117
1,18.1090579375
1,18.110482743
1,18.1142928996
1,18.1147887238
1,18.1148178072
1,18.1169600468
1,18.1184119329
1,18.1186092348
1,18.11911097
1,18.1214572322
1,18.1255365003
1,18.127724888
1,18.1286082626
1,18.1327412605
1,18.134298923
1,18.1346181009
1,18.1366741764
1,18.1368897689
1,18.1463735081
1,18.1465850629
1,18.1486024314
1,18.1488985796
1,18.1525461108
1,18.1542405323
1,18.1566708534
1,18.1568984002
1,18.1585489325
1,18.1632701728
1,18.1664313011
1,18.1664677648
1,18.1708426643
1,18.1735167613
1,18.1736295624
1,18.1750920011
1,18.1781399176
1,18.1790400957
1,18.1815663795
1,18.1852947005
1,18.1882633869
1,18.1893372288
1,18.1894768025
1,18.1895642578
1,18.1904824236
1,18.1913596827
1,18.1938200332
0,18.1949479552
1,18.1965262023
1,18.1965554899
1,18.1972274784
1,18.2022732898
1,18.2041694297
1,18.2043607004
1,18.2082896649
1,18.2085830809
1,18.2101834917
1,18.2105335324
1,18.2107603995
1,18.2110332818
1,18.2146443224
1,18.2220611442
1,18.2222852449
1,18.2250702636
1,18.2308019123
1,18.2312970477
1,18.2332983566
1,18.2338936132
1,18.235832404
1,18.2360260833
1,18.2401766918
1,18.240870635
1,18.2450839528
1,18.2496044653
1,18.2496317182
0,18.2503585757
1,18.2507945585
1,18.2525150436
1,18.2543215904
1,18.2548082302
1,18.2550942407
0,18.2562085528
1,18.2593969822
1,18.2599669398
1,18.2631795934
1,18.2632969518
1,18.2643006371
1,18.2648126691
1,18.2708581323
1,18.2722698408
1,18.2779230718
1,18.2832571678
1,18.286144524
1,18.2905687514
1,18.291122508
1,18.29274971
1,18.2941423008
1,18.2980522787
1,18.2991861687
1,18.3047253137
1,18.3059655498
1,18.3074672582
1,18.3105915346
1,18.312786403
1,18.3146742194
1,18.3151548206
1,18.3201759064
1,18.3223723923
1,18.3227529597
1,18.3234530108
1,18.323657999
0,18.3259938154
1,18.3262811355
1,18.3266855255
1,18.3276122515
1,18.331219436
1,18.3343392897
1,18.334530855
1,18.3372470765
1,18.3376597267
1,18.340052384
1,18.3424763437
1,18.3450247383
1,18.3514001454
1,18.355061608
1,18.358224573
1,18.3583927455
1,18.3588875296
1,18.3590412487
1,18.3609296572
1,18.3613028624
1,18.3613910254
1,18.3649550406
1,18.3672785425
0,18.3689795114
1,18.3713452317
1,18.3740605478
1,18.3771553917
1,18.3781906531
1,18.3824059589
1,18.3824637808
1,18.3891395133
1,18.3897327338
1,18.3937644626
1,18.3942881638
1,18.3943598091
0,18.3959769228
1,18.3969088909
1,18.3971321966
0,18.3995577174
1,18.4009080282
1,18.4061977109
1,18.4062318766
1,18.4071358123
1,18.4072716238
1,18.4098441323
1,18.412929011
1,18.4157847275
1,18.4178285786
1,18.418838802
1,18.4195587085
1,18.4213010887
1,18.4228962108
1,18.4233968272
1,18.4286183621
1,18.4301562535
1,18.4322099022
1,18.4368027631
1,18.4376971711
1,18.4426050646
1,18.4426697178
1,18.4437310905
1,18.4439327236
1,18.4507667551
1,18.4541908429
1,18.4553819057
1,18.460587197
1,18.4620394919
1,18.4622885494
1,18.4655384614
1,18.4664574434
1,18.4676678713
1,18.4679508306
1,18.470787515
1,18.4708214707
1,18.4735733382
1,18.4786994882
1,18.4805851816
1,18.4822976718
1,18.487444724
1,18.4889616171
1,18.4899608836
1,18.4956287482
1,18.4962502484
1,18.4969543582
1,18.497170372
1,18.4981211928
1,18.5000817471
1,18.5013973403
1,18.5018093748
1,18.5035660436
1,18.5038541654
1,18.5040280442
1,18.5050442883
1,18.5093618459
1,18.5193964429
1,18.5207479752
1,18.5242311915
1,18.5314942643
1,18.5351711611
1,18.5379752944
1,18.5395136447
1,18.5411168341
1,18.5452625662
1,18.5453436877
1,18.5457963654
1,18.5488835975
1,18.5503017182
1,18.5504311619
1,18.5518769947
1,18.5550567425
1,18.5551823374
1,18.5557411901
1,18.5559580616
1,18.5565359949
1,18.5609789563
1,18.5658307202
1,18.5736674737
1,18.5751925036
1,18.5760733832
1,18.5782667332
1,18.5786153666
1,18.5796816139
1,18.5798281921
1,18.5808585499
1,18.5818883305
1,18.5821281173
1,18.5834647323
1,18.5861124069
1,18.5863449251
1,18.586486316
1,18.5867954553
1,18.5871361707
1,18.590753117
1,18.5915398094
1,18.5928168417
1,18.5932924136
1,18.5935776161
1,18.5986888074
1,18.6031169901
1,18.6037827799
1,18.6042591976
1,18.6064753934
1,18.6065519897
1,18.6073435296
1,18.6103133106
1,18.6111131342
1,18.614419065
1,18.6149637817
1,18.6170430233
1,18.6172291559
1,18.6210065904
1,18.6225141676
1,18.6229398421
1,18.6253979387
1,18.6259425669
1,18.6264365451
1,18.6279387328
1,18.6280792036
1,18.6291522097
1,18.6292555714
1,18.6292725643
1,18.6294431214
1,18.6295646002
1,18.6300667779
1,18.6347448253
1,18.6367149154
1,18.6371323202
1,18.6375058503
1,18.6377347383
1,18.638179859
1,18.6384383569
1,18.6389685341
1,18.6391554307
1,18.6392949705
1,18.6397588953
1,18.6403030659
1,18.6406531441
1,18.6433525712
1,18.6440114778
1,18.6447417935
1,18.6475982661
1,18.6525384828
1,18.6528223172
1,18.653832983
1,18.654185369
1,18.6546840058
1,18.6550663662
1,18.6553439515
1,18.6554872325
1,18.6560011159
1,18.6560929628
1,18.6569260575
1,18.6580201094
1,18.6582407802
1,18.6610816162
1,18.6627394375
1,18.6654087087
1,18.6692848813
1,18.6717483451
1,18.6760244595
1,18.6767096386
1,18.6768037421
1,18.6769105436
1,18.6789668881
1,18.6800406223
1,18.6801477654
1,18.6808844634
1,18.6809982583
1,18.6839022057
1,18.6859251061
1,18.6877076106
1,18.6931064182
1,18.6942090509
1,18.6950066366
1,18.7006949855
1,18.7013727314
1,18.701652206
1,18.7023161025
1,18.7080664547
1,18.7096918132
1,18.7173860435
1,18.7181855119
1,18.7194846115
1,18.719522753
1,18.7235847673
1,18.7259991233
1,18.7309522772
1,18.7334490742
1,18.7354458005
1,18.7359237516
1,18.736880374
1,18.7369236549
1,18.7370693621
1,18.7411727556
1,18.7420578216
1,18.7447759188
1,18.7493617573
1,18.751093627
1,18.7529500904
1,18.7550903038
1,18.7585101169
1,18.7657734595
1,18.7661776384
1,18.7662697427
1,18.7678242367
1,18.770047573
1,18.7704824999
1,18.7748645048
1,18.7756179301
1,18.7784838973
1,18.7807055246
1,18.7808926278
1,18.781084413
1,18.7824420207
1,18.7832047214
1,18.7834559291
1,18.785974935
1,18.787138568
1,18.7889035302
1,18.7963453796
1,18.7972636425
1,18.7987359359
1,18.799066195
1,18.7995095879
1,18.7995813295
1,18.802022384
1,18.8020783455
1,18.802917514
1,18.8033065221
1,18.805360815
1,18.8070865289
1,18.8073153789
1,18.8077984778
1,18.8082419531
1,18.8100069965
1,18.8171893892
1,18.8217537618
1,18.8232941597
1,18.823427452
1,18.8238725488
1,18.824516012
1,18.826329133
1,18.8266876035
1,18.8266877783
1,18.8285318765
1,18.8316247519
1,18.8348570577
1,18.8395824843
1,18.8398391681
1,18.8444341916
1,18.8505792312
1,18.8506561192
1,18.8529385316
1,18.8550472064
1,18.8553091111
1,18.8629814693
1,18.8640226451
1,18.8664128028
1,18.8667872669
1,18.8679925493
1,18.8694492802
1,18.8694548955
1,18.8703692607
1,18.8715213129
1,18.8715574082
1,18.8748251569
1,18.8750250419
1,18.876461814
1,18.8813704504
1,18.8831170943
1,18.8836868288
1,18.8844177127
1,18.8844622474
1,18.8858911782
1,18.8871459855
1,18.8888900812
1,18.8897137171
1,18.8912347483
1,18.8926831197
1,18.8943024186
1,18.8961266165
1,18.8968093986
1,18.8969951536
1,18.8982660815
1,18.8987595486
1,18.8987986037
1,18.9003115595
1,18.9004717193
1,18.9006126568
1,18.9017163361
1,18.902086436
1,18.9021195565
1,18.9024351004
1,18.9079285409
1,18.9120659435
1,18.9121928604
1,18.9173308384
1,18.9180279015
1,18.9200255318
1,18.9207682064
1,18.9238955807
1,18.9249188173
1,18.9265680048
1,18.9266574616
1,18.927399476
1,18.9287461479
1,18.9291590801
1,18.931303826
1,18.9341886551
1,18.9342673964
1,18.935719945
1,18.9390036139
1,18.9414450743
1,18.941933314
1,18.9421786431
1,18.9429954451
1,18.947500884
1,18.9475263459
1,18.9480451909
1,18.9508800534
1,18.9532784284
1,18.9534696499
1,18.9539174505
1,18.9540140624
1,18.9576695514
1,18.9615560705
1,18.9620275434
1,18.9644164297
1,18.964506105
1,18.9648849615
1,18.9655739021
1,18.9684889853
1,18.9725957976
1,18.9757981944
1,18.9777978445
1,18.9780814124
1,18.982687294
1,18.9852144907
1,18.9854430055
1,18.9856003353
1,18.9889526229
1,18.989573239
1,18.9907235612
1,18.993198854
1,18.9933686456
1,18.9937987398
1,18.9941709352
1,18.9998557708
1,19.0077375118
1,19.0087903663
1,19.010512776
1,19.0122074583
1,19.0122165561
1,19.0126679217
1,19.0153223372
1,19.0153780428
1,19.0160198901
1,19.0175172078
1,19.0203322264
1,19.0217515521
1,19.0229565498
1,19.0240258486
1,19.0292975559
1,19.0294077049
1,19.030222097
1,19.0319391441
1,19.0324371478
1,19.0349065786
1,19.035349886
1,19.0360959822
1,19.0368529442
1,19.0389319584
1,19.0423377089
1,19.045785022
1,19.0485950305
1,19.0487137907
1,19.0533816652
1,19.0537535547
1,19.0551025372
1,19.0625433192
1,19.0627864675
1,19.0641206388
1,19.064217748
1,19.0672051956
1,19.0696494363
1,19.0713008143
1,19.0713111673
1,19.0714604618
1,19.0720221717
1,19.0730308978
1,19.0739535293
1,19.0758767445
1,19.0779183279
1,19.0784951117
1,19.0794652561
1,19.0804060376
1,19.0806271281
1,19.0827035185
1,19.0827159751
1,19.0829218419
1,19.0865717715
1,19.087113824
1,19.0875093088
1,19.0886777251
1,19.0897157106
1,19.0909155917
1,19.0909242964
1,19.0942842014
1,19.0946273063
1,19.0984141954
1,19.0993435645
1,19.0996834147
1,19.1011477775
1,19.1035015041
1,19.1059062478
1,19.1096086626
1,19.109685811
1,19.111382584
1,19.1114293517
1,19.11327264
1,19.1139784863
1,19.1147017089
1,19.11552546
1,19.1165978463
1,19.1180457831
1,19.1184751066
1,19.1185337206
1,19.1212536398
1,19.1226753321
1,19.124981031
1,19.1260528316
1,19.1268138107
1,19.1285973752
1,19.1325920149
1,19.1330953401
1,19.1347254083
1,19.138848887
1,19.1393727046
1,19.1458937845
1,19.1460886099
1,19.1461764912
1,19.1462848297
1,19.1479138956
1,19.1500166082
1,19.1501741983
1,19.1502244133
1,19.1502292131
1,19.1508661075
1,19.1517162677
1,19.1532651253
1,19.1534159463
1,19.1535603941
1,19.1538067266
1,19.1542335056
1,19.1545161075
1,19.158017026
1,19.1600705767
1,19.1601594776
1,19.1605134654
1,19.1620381168
1,19.1632133443
1,19.1646991199
1,19.165944954
1,19.166332548
1,19.1671415187
1,19.1685387862
1,19.1689691122
1,19.1695853186
1,19.1702584887
1,19.1703401797
1,19.1708136518
1,19.1750290762
1,19.1769555102
1,19.1792302486
1,19.1826087838
1,19.1831513022
1,19.1844134669
1,19.184921845
1,19.185831347
1,19.1878859387
1,19.1882363155
1,19.1883161754
1,19.1892667551
1,19.1900310613
1,19.193256272
1,19.1934602046
1,19.1945481242
1,19.195139863
1,19.1957444271
1,19.1970362095
1,19.1979469899
1,19.198754483
1,19.1991496695
1,19.1997863438
1,19.2000459463
1,19.2010439275
1,19.2010816481
1,19.2024418244
1,19.2044380316
1,19.2045346151
1,19.2060831509
1,19.2063579474
1,19.2073855193
1,19.2094362344
1,19.2108958377
1,19.2124719395
1,19.2137034086
1,19.2141455895
1,19.215221333
1,19.2173656853
1,19.2180603531
1,19.2195200018
1,19.2196470844
1,19.2217341572
1,19.2231094771
1,19.2246066836
1,19.2271425476
1,19.2313396844
1,19.2316419982
1,19.2316626736
1,19.233179519
1,19.2331902016
1,19.2332171029
1,19.2374599112
1,19.2388576707
1,19.239584553
1,19.2416083371
1,19.2458196301
1,19.2478561166
1,19.2553346226
1,19.2578993296
1,19.2642129504
1,19.2673643908
1,19.2681374308
1,19.26818043
1,19.2682155149
1,19.2689595719
1,19.2691135543
1,19.2695310542
1,19.2700596779
1,19.270736348
1,19.2742044737
1,19.2763793658
1,19.2767643174
1,19.2767991402
1,19.2791208707
1,19.2824211231
1,19.2836041101
1,19.2844662899
1,19.2847725767
1,19.2851337411
1,19.2878695683
1,19.2980919229
1,19.3000192105
1,19.3008740473
1,19.3045065293
1,19.304664137
1,19.3048564023
1,19.3048569003
1,19.3048843771
1,19.3056104453
1,19.306225283
1,19.3090859565
1,19.314001391
1,19.315747021
1,19.3165379369
1,19.3172599295
1,19.3223166761
1,19.3232005162
1,19.3236670649
1,19.3256443479
1,19.3260611356
1,19.3272378989
1,19.3272998889
1,19.3287702953
1,19.3288670601
1,19.3291983699
1,19.3293485769
1,19.3296777166
1,19.3297283737
1,19.331403439
1,19.3314782336
1,19.3316879539
1,19.331922245
1,19.3335198412
1,19.3339356245
1,19.3351820557
1,19.3376587655
1,19.3385137048
1,19.339354233
1,19.3428810874
1,19.343460105
1,19.3452093118
1,19.3466877336
1,19.3473106903
1,19.3488963955
1,19.3500537471
1,19.3509812888
1,19.3510318126
1,19.3513110094
1,19.3529270891
1,19.3536995418
1,19.3541029047
1,19.3541399925
1,19.3559063779
1,19.3619194474
1,19.3629829853
1,19.3652388694
1,19.3654121535
1,19.3671783966
1,19.3671823096
1,19.3676784611
1,19.3683141131
1,19.3702258774
1,19.3711318026
1,19.3711439366
1,19.3717682117
1,19.3723379963
1,19.3728334404
1,19.3739831076
1,19.3742973894
1,19.3748110791
1,19.37551502
1,19.3773036271
1,19.3776509018
1,19.3815161266
1,19.3845665859
1,19.3847580565
1,19.3854428205
1,19.3891432694
1,19.3892908859
1,19.3934365074
1,19.3962309255
1,19.4003140195
1,19.4012629763
1,19.4016748349
1,19.4018165861
1,19.4025412545
1,19.4036296255
1,19.4040461723
1,19.4042589488
1,19.4052052016
1,19.4056154457
1,19.4057079197
1,19.4058057856
1,19.4065262784
1,19.4071670457
1,19.4081463101
1,19.4089567064
1,19.410482511
1,19.4146940133
1,19.4148661731
1,19.4157239951
1,19.420941268
1,19.4236458963
1,19.4343462884
1,19.4354672608
1,19.4354711469
1,19.4381101557
1,19.4381787876
1,19.4388548176
1,19.439899136
1,19.440241296
1,19.443301087
1,19.4439069226
1,19.4464587829
1,19.4499358324
1,19.4499869476
1,19.4501925597
1,19.4515216177
1,19.4533607082
1,19.456801679
1,19.4574414545
1,19.4589854559
1,19.4596876623
1,19.4603260569
1,19.4607391585
1,19.4610668337
1,19.4630092771
1,19.4637081768
1,19.4644532872
1,19.4650003313
1,19.4655457734
1,19.4655590866
1,19.4657638442
1,19.4661109663
1,19.4671827781
1,19.4675603621
1,19.468513453
1,19.4702222667
1,19.473338551
1,19.4743653291
1,19.4768220271
1,19.4786193378
1,19.4799063128
1,19.4814528748
1,19.4815413961
1,19.4816476134
1,19.4829299284
1,19.4832244523
1,19.4864613676
1,19.4873344748
1,19.4882311724
1,19.4883308666
1,19.4883966082
1,19.4916730332
1,19.4968777178
1,19.4973087092
1,19.4975407346
1,19.4978802617
1,19.5015191467
1,19.5024586092
1,19.5026500261
1,19.5049067347
1,19.5057153009
1,19.5091955693
1,19.5098445063
1,19.5115473955
1,19.5116683025
1,19.5118939291
1,19.5130705271
1,19.5164666641
1,19.5194414493
1,19.5198261057
1,19.519961633
1,19.5204484211
1,19.5219632372
1,19.5224626769
1,19.5231756145
1,19.5265401103
1,19.5293065051
1,19.5294532877
1,19.5318574271
1,19.533564494
1,19.5339958167
1,19.5358995884
1,19.5369941649
1,19.5381111208
1,19.538169616
1,19.5395218007
1,19.5400525411
1,19.5401899287
1,19.5407537333
1,19.5447821684
1,19.5449379383
1,19.5456318857
1,19.5470450876
1,19.5475464348
1,19.5481077192
1,19.5494387165
1,19.5518725355
1,19.5524316804
1,19.5525902676
1,19.5534836165
1,19.5535026751
1,19.5538231993
1,19.553890895
1,19.55620896
1,19.5564619536
1,19.5582379291
1,19.5590108485
1,19.5608016734
1,19.5611853126
1,19.5639420359
1,19.5650038903
1,19.5676250125
1,19.5711208801
1,19.5715992441
1,19.5718730239
1,19.5727804717
1,19.5737685446
1,19.5754925499
1,19.5757715584
1,19.5762506269
1,19.5768218445
1,19.5784131766
1,19.5792900191
1,19.5822963284
1,19.5825276043
1,19.5874352638
