a.s,s.s->a.f,c.f->a.s
2,12.5863785831,3.00001220766
1,10.4761431456,2.79288702346
1,10.9453643114,1.21819106839
1,9.48378301995,3.00713554769
1,7.7863873389,0.153123256608
2,10.5971885549,3.12831459668
1,9.83140770634,1.92945564179
1,9.64573327973,0.806989789878
1,8.35631984712,0.434562393695
2,12.3085039633,2.96930529678
2,11.7231591239,2.42967578954
2,12.3912123107,3.43624907853
1,12.5253277001,1.76531694835
1,12.7779346995,4.86102717748
2,12.3557266893,1.00686429492
0,7.50318501521,0.0231272363348
2,12.313526681,2.79958793108
1,9.70448437836,1.39851777985
1,10.6349920573,0.187165249383
2,13.6927874097,4.50803058291
1,7.14523831254,1.36901146213
2,16.4881615763,5.48909976291
1,10.9422784034,4.15944546936
2,14.7407711998,2.75226372583
2,15.119637349,3.67213490643
2,15.2326831927,4.59676192615
1,10.1268132439,3.75772416246
2,15.4591722523,4.5419500613
1,11.4458462206,2.70738669138
1,10.6232358463,2.86923398884
1,11.2784108086,3.06729756201
1,11.9844696371,3.772165158
2,12.7095955836,1.39982729168
1,11.6318273195,1.44460948177
1,7.4146424214,1.63110454886
2,12.5194258712,3.45139499972
1,6.9932288806,1.78602368562
1,13.3297619664,5.56129872231
2,13.9749355572,2.48887561991
2,13.202011561,0.182809649499
2,11.9196849892,3.54961205206
2,13.3580849418,1.16070191239
1,9.22995975539,1.44681091674
2,11.5640611253,3.73963874798
2,10.8955288852,1.53109932297
2,15.7979427595,4.62971230778
2,14.9562866089,2.48104484768
1,10.255178834,0.0121335488767
2,10.2415754769,0.909720744419
1,9.40886775784,1.41718982579
2,14.629689706,3.23688749492
1,10.1151654235,1.02708428377
2,14.7852998909,4.13190171078
1,9.35307785946,1.30224692954
1,10.954324189,2.27509559664
1,8.79924634963,0.743547774977
2,13.3308396111,4.15045406191
2,14.8050634622,3.3034760331
1,9.59973224992,0.100774926797
2,13.2515812641,1.32420566601
1,9.75932410131,2.90538186075
1,10.528994426,2.16845779858
1,8.9364469854,4.29551949398
1,11.3653847391,4.78307826343
2,14.6485791323,3.70949486052
1,8.82786237487,1.07319616492
1,10.0002590551,0.217361128566
2,14.4851360671,4.63399711223
1,9.28865623147,1.90860079546
1,11.2334331722,1.01908342266
1,11.2924615074,4.64884828788
1,9.35507404132,1.4688753664
0,7.65540037594,0.5801572391
2,14.3246044787,1.94904915056
2,12.9673615883,4.38665053269
2,13.6206667811,3.69694816086
2,14.3297929896,3.14796008077
2,13.6738627186,2.71924071265
2,12.1036759604,1.43077785316
2,13.3839108229,3.98296313575
1,9.73749232626,0.0261627184136
1,11.8938098312,3.82706001879
1,12.5593205317,3.91134471104
1,9.94615442658,1.25523833682
1,10.9447537163,4.12355693192
1,6.66609385316,0.297931973281
2,14.4338833592,3.83181846903
2,15.2548228237,2.02348264287
2,12.9811202405,4.53260243581
2,12.6750792345,1.27122960805
2,12.9723882213,2.08509352001
1,10.1177288359,3.12001067948
2,13.6670241219,1.45521893005
1,10.4618511846,1.8308795086
1,8.50801073298,2.36832616936
1,8.96175837853,2.24086500864
2,15.7080627852,4.89229384831
2,11.0276048907,1.16192122119
2,17.101192287,4.85397868111
3,17.3658825087,4.3244070579
2,13.1698308009,0.179150181225
2,11.5228420792,3.00937129397
2,12.8166680983,4.16766563271
1,12.9526787471,1.70166939833
2,14.2743034637,4.51000360969
1,8.42283093049,1.89099151547
1,11.322441908,3.23214040136
2,15.6329610768,4.687518259
1,11.0090310094,4.23887586727
1,10.6531924136,3.2796178635
1,8.33484990107,1.57039036506
2,11.5903932002,1.668211116
1,10.698046154,1.22792919053
1,10.7922084476,1.85085685359
2,16.5298182279,3.74129920761
1,9.992431648,2.51535612241
2,14.9064124107,4.06561753724
2,11.936524023,2.12632733181
2,10.2113436935,0.0589098473254
1,9.46648265888,1.50370760902
1,9.84610795793,3.00872504438
1,12.4627583536,3.41646713014
2,11.9125450417,4.05718971361
1,11.0432335634,0.670634168573
1,10.0858796315,2.27626615986
1,11.0950342421,0.117035335095
0,6.16401665127,0.162607422452
1,10.9943118347,3.03480759367
2,12.9985302979,2.11038750821
2,13.0335263149,2.86220271541
2,13.9840420994,3.63743392947
2,12.6583830403,1.72123586906
1,9.05395038672,2.05641303719
1,8.75096868437,0.183108548465
2,14.573266913,4.08006324356
2,14.2163199515,3.27438121013
1,9.34892855773,2.42333131492
1,12.4147355455,2.36733822781
1,12.7164030722,3.51076999214
1,6.43730868644,2.27416105449
2,12.3874641604,4.57925267285
1,8.40336962874,1.36817828279
1,10.7211649161,2.22015398028
1,10.9826299086,1.08223852319
1,10.7980407672,2.9071474894
1,10.2708541096,1.96605825191
0,6.91167022966,0.3763576105
2,13.7149059694,2.35806329417
2,14.8657814134,2.46578942009
2,13.3225756766,2.7754880378
2,14.1775531824,2.48390273724
2,14.3563467118,3.87619438702
1,9.61846673044,0.564961968891
1,11.3896990277,4.22192615124
2,13.9751792295,3.59324982033
1,9.90727893047,0.213228246818
2,17.2179841877,4.55994814127
1,6.55912239451,0.313442335147
1,11.7846898216,4.71296634748
1,12.1661079457,3.69289373493
2,12.4272409264,3.35761532594
2,13.9382697603,3.33854631671
1,10.3748330339,1.70718611956
1,9.55170673211,3.82654491372
1,10.7412637208,3.79346661658
1,10.0667214512,1.14800200918
1,9.80209400743,0.051714216218
1,8.62863421702,2.04711564063
2,12.2089023011,1.36603921253
2,11.8016487197,2.01260756516
2,13.1321423627,2.24721576118
2,13.3537374272,0.604918300888
2,11.8534292838,2.51152090793
2,11.42813501,3.72314377014
1,11.4662823085,2.09816477563
1,12.3055851933,2.03901507291
2,12.5199255635,0.670865338174
2,14.4676280047,3.87498233257
1,8.09848466668,1.68917731832
1,9.3636401551,0.132939507982
1,8.84543105122,0.809471061547
1,8.51644727979,0.545438367085
1,10.8531285867,2.44239297208
1,8.2382652824,2.79070671286
