a.s,s.s->a.f,c.f->a.s
2,11.7254624171,0.539012122786
1,10.3224101788,0.917874996186
1,12.1657551722,3.38607661561
1,8.04108680573,0.19983985527
2,14.2069891411,4.37632363839
1,9.95064104155,0.950040526345
2,14.4533565988,4.48205251701
2,13.5530238886,3.28059086648
2,12.3708455112,3.25538709857
2,11.926161017,3.66624282726
2,14.0028518024,2.84204305325
1,8.57037546072,3.35113684169
2,13.1182512308,3.82432411289
2,12.6060027258,2.6397415357
2,12.7236045361,0.922877873038
2,13.1973800325,3.28840834416
1,8.2845066748,0.369664216772
2,14.712199494,4.47855280684
2,15.7110599031,3.22320006728
2,15.7685666692,4.03180967621
1,9.27773406247,1.71315883046
1,7.99511138188,0.78129986595
2,14.2343960573,4.85881736667
1,9.53053751466,0.881508684035
2,13.9757531394,4.09287135954
1,8.37239428692,1.38963539808
1,9.04854943393,0.37509251403
1,9.6633972022,0.451775183608
1,8.98784522659,2.15574935064
1,9.76451432534,0.873248971744
1,12.5325293724,3.2869478076
1,11.205453729,3.29208756293
1,12.5944027771,1.20709093756
0,7.32555919745,0.477028119767
1,6.89122403321,0.927682903668
1,12.2572769606,2.86017518209
1,10.4408618282,0.197383214979
1,10.3880965546,1.87165314874
2,14.6690238828,4.08075314829
1,8.54391347588,0.936016423962
2,13.6910711973,2.97525143723
1,9.11479539763,1.48732995388
1,9.98516375685,1.26057929026
1,9.88915575103,0.255282412808
2,14.2416744102,5.34458867161
1,8.99842844492,2.63479088335
1,9.95446638516,1.28934637838
1,8.37692262992,0.787411924476
0,6.14349294508,0.718343606592
2,10.9359348228,0.874905089854
1,13.0162817392,5.11937384522
1,9.45727297737,1.82718654053
1,9.34138645195,0.472696490033
1,9.86240575359,1.28508621592
2,13.6945096553,4.20400726
1,9.41787667667,1.7338409877
1,9.03421371571,0.0476225946554
1,10.3353821969,0.590342378551
1,9.20492923379,0.266170624799
1,8.77986976806,1.7560390742
2,12.602253989,3.15165852012
1,12.5951995264,0.895313756976
1,10.8012315149,0.390732486928
1,11.0178102246,0.666015044
2,14.5919230345,5.37518424332
1,9.82222673981,1.84706275178
1,8.43898387939,0.160146802012
2,13.2483617628,3.78877778047
2,12.2304734715,4.92786606428
2,12.8160340375,4.40676154497
2,12.9523945804,3.63171101829
2,14.664717868,4.39091029231
2,13.8622890765,4.49981320609
2,11.7401152957,4.23133764622
1,10.9274179557,1.61157745347
0,6.99240501688,0.19281454727
2,12.4149413051,4.27437379392
1,10.3118566227,4.87296908797
1,10.6622486396,0.687326055283
1,11.8860798498,1.36018180881
1,10.9868133837,4.81678062432
1,12.6750087719,2.09340588941
1,10.9102308707,0.97880303239
1,11.32187848,3.08721685504
1,10.8225292776,3.25260690881
1,10.202453342,0.940184622962
1,10.4304159969,3.82639856376
1,9.64598371186,1.41560412714
1,9.31815869806,2.90817445173
1,9.30200052276,1.23076476325
1,9.06175493673,0.212549063915
1,8.95723836219,0.224539781641
2,13.5643564424,4.04282024151
2,12.2438342438,1.46830439128
1,8.91397736902,1.56410394045
1,10.4915282742,2.13329511862
1,11.7989594183,3.61657276516
2,15.3834077723,4.54306245543
2,15.5170521426,5.09543898062
1,10.8159364738,2.84673363942
1,12.7864344488,4.62917974823
2,13.1806323708,3.1248777158
2,15.0720720595,4.32509114126
1,10.3019163933,1.83627254798
1,11.195528598,3.05810641423
1,11.6645573533,4.42693644062
1,9.17399509266,0.927474687447
1,10.844084248,4.21576637306
1,11.7986046822,3.91254041528
2,11.0959974612,1.82287998278
1,11.9047553716,1.56976707978
2,11.8494673782,2.95906653176
2,12.1809629821,2.40932610974
2,11.4839285898,1.35429103295
2,12.0236474719,0.621329782354
1,12.0467062935,3.50686278078
1,6.81778935183,0.157357951572
2,11.8181254209,3.09339968143
1,11.6731917607,3.30880553401
2,13.5415980163,2.00239653709
2,14.2354254441,3.40778305083
2,12.4509379893,3.25246696035
1,8.40839896171,1.09090787379
2,11.7236375014,1.22176376095
1,11.5896334926,4.79191524643
2,12.8213413337,4.92462187353
1,12.5054600589,3.17002111819
1,11.840780638,5.29106074953
1,10.8024184591,3.67940610243
1,11.1581906882,2.63589961685
1,11.8357780154,2.53686885235
1,12.1551586687,2.60531894278
1,10.8216109698,2.73261413079
2,16.0440369712,5.03496637929
1,10.8817053842,1.99059262299
1,11.8014737227,4.41914072646
1,12.7442887129,1.88439018663
2,12.9870850362,4.52616387293
2,13.1006672937,3.84598100007
2,13.5305039463,3.73262632072
2,13.2544291074,4.48760485538
1,8.8377431496,0.305324076757
2,12.7936579098,3.76071116513
2,12.0606350438,4.50956330916
1,10.9487384971,0.872978695731
2,15.4430240478,4.62136158511
1,10.116557218,4.04190606962
1,12.3230549656,2.12801229178
1,11.192599789,1.1401496934
1,10.5731770071,0.5763871381
2,16.7175493739,5.73806011755
1,9.34704611752,1.18071785302
1,10.0229719668,0.0481953064336
1,8.93996384526,1.10228119709
1,10.1133654197,0.52799718628
1,9.75513087888,3.05108552342
2,14.0235442619,4.1974395382
1,9.5579067027,0.75499930988
1,7.92186527717,0.572611434632
2,14.8972831456,4.14414682328
2,14.3096007472,4.04884375997
1,9.54473170653,0.930563821708
1,9.65376746797,2.09097424474
1,8.47044524736,0.850990163574
1,9.83489982559,0.353232584464
1,9.63077675975,0.579992762466
1,10.7940703896,1.44787515386
1,11.3213061394,0.738341524639
1,11.2429530383,1.23194135371
1,11.3822402586,2.95770226492
0,7.02350315209,0.568507408771
1,10.8547240543,3.29625589262
1,10.8169398607,2.30984350778
1,12.8909003434,1.09036941852
2,12.8919914552,4.44506725793
1,8.82680578694,0.824131127103
2,13.1771775863,2.59475860714
2,12.3537399704,2.48988943356
1,7.68737001904,0.288058486752
2,14.7655772703,3.09330098076
2,15.7742397341,5.45051916273
0,6.96830965014,0.629719092122
1,11.0493426241,2.80815000764
2,13.6491342686,3.02459086549
2,14.5197416335,4.00397091973
2,12.5090988808,2.41998885229
2,12.6553164038,3.73613473551
1,7.31625296793,0.174277122503
2,12.7047836306,2.23117041333
2,11.6413536473,3.96184068122
1,12.5991926351,4.01287985445
1,12.301434659,4.11404372229
2,12.9202505883,1.52954206541
2,11.2015971935,0.188462087731
1,10.8502271156,1.21726447914
2,13.6425180233,3.87541603972
2,13.6818387938,2.49450789121
2,12.5897756504,2.97582953755
2,12.9304291233,4.97373204523
2,12.1449180031,4.79280667644
2,13.129929992,2.48907300662
2,13.7463001422,3.20776457493
1,9.24531639404,1.84510088523
2,13.8629910157,3.44081930084
1,7.96107659551,0.543719582533
2,13.3510765779,3.32976503531
1,11.790978969,3.1295229947
2,12.0041823546,2.73281556275
1,12.0812386688,1.7732617154
1,7.95297914744,0.929166693322
1,8.52392566033,0.813008011869
2,12.6427740044,4.2689276364
1,6.97952010157,1.22828304075
1,12.5774415101,4.93055555162
1,8.89283284731,0.63270050958
2,14.1972771241,4.49353496122
1,8.37191408858,0.482660079992
2,12.940889747,3.27503354145
2,10.7142683091,1.62807430775
1,11.9817835732,4.92359923212
1,6.96257301761,1.15347506683
1,11.9439372694,2.51051462008
1,12.2071196762,2.48991232835
1,7.95702898807,0.940549414255
1,9.37300691611,2.3260407635
2,15.0579664952,4.39681597775
1,11.3104364585,0.492017889081
2,14.5935745821,4.94478764047
1,8.49981975445,1.68242188113
2,13.994639205,2.58080327039
1,10.8104921363,3.5865213132
2,12.6326012144,4.38038011791
2,11.4269846993,2.45925700511
1,11.0521910295,2.56091791166
2,14.539139766,2.97153175555
1,10.8254911452,1.6830463789
1,10.8475152661,1.02999101445
1,11.0314516362,3.82305634974
1,10.3921637351,3.6391967375
1,9.2230843563,0.605997777663
2,12.0319712856,3.26156980702
1,10.3301126154,0.526656700968
1,10.824907293,0.907042482937
2,15.1100358631,4.09216366523
1,10.5212147972,0.198349562078
1,10.1818800179,0.937403294402
1,10.0519110008,0.667363551013
2,15.3872591963,4.63756112198
1,9.27280526325,1.58037468209
1,9.50333108512,1.37457148128
2,14.742129694,3.42763432759
1,10.2145727052,2.14217716581
1,9.11745967169,0.828844968094
1,10.2343422851,1.19963390656
1,11.9140490243,1.95383378405
1,12.5373301434,3.54617230431
1,10.5771557515,2.19097204323
1,10.7935758821,4.99153453458
1,10.781246728,3.53289054144
2,14.8229416413,3.32342406756
1,10.2366120107,1.26610318974
1,9.99652968876,2.61328157723
1,9.26943572427,0.0559613368982
1,10.1305779508,2.42621360593
1,11.3006140444,1.67476887621
1,11.7626142441,2.40844006817
1,9.83730457972,0.39392416152
2,14.701715165,3.84518691189
1,9.49982756727,0.748455425662
2,11.7545871512,3.30130184127
1,11.4049935196,2.44861461822
1,11.8948530721,3.50233505774
2,12.2463376599,3.84583007447
1,11.3541098918,2.91429867735
2,16.0376095672,4.43729767827
1,9.70640247897,0.849730875854
2,14.9809120228,4.74402965543
1,7.86599713102,0.820615369471
2,14.8452340311,3.63012549508
1,9.93390159599,1.67554927098
1,10.0311528684,0.0340644000808
2,12.914480577,2.68056488968
2,14.1890813429,3.99312269172
1,7.47007772562,0.949086833803
2,12.8053524209,1.07768655124
2,12.5595050474,3.95614865086
1,11.5270004069,0.261746683892
1,11.8698595157,4.54346146379
2,11.9519089668,3.31092856229
1,9.32759297865,1.82413796864
1,8.28085175362,0.987636874082
2,13.7947000908,4.46390894508
1,8.80663687965,1.2117783829
2,12.3059566929,2.41385436268
2,12.2611811808,4.08588325301
2,12.3052026315,4.97402597141
1,7.94131050685,1.9314932494
2,15.5077595804,5.40984344011
1,8.40855256604,0.683483779391
2,14.9670153412,5.1821512087
2,14.9332830287,4.82473281784
2,14.1850897333,4.26318077313
2,15.7251199407,4.46766128057
1,10.166154872,1.05724360329
2,14.7266912318,3.9867570739
1,9.52543836621,0.0983342645613
2,12.7683653309,2.56445625863
1,6.8629039125,0.771286768786
1,11.2033308326,1.18061470832
2,15.5330843037,4.70113600919
1,10.9354426243,1.03950430036
1,10.5851347009,0.32417243683
2,11.6062324864,3.86644270826
1,12.3475961766,5.09043189684
1,10.9974182564,1.05994281863
1,11.9399690972,2.94839014411
2,14.3944965524,3.63999058238
2,11.7053152087,1.01164574066
1,11.5385516755,0.392229266883
1,11.1073420545,1.57574655372
1,13.0867865088,5.12632097011
1,11.2015155321,1.5107940279
2,15.2287603299,5.01658643607
