a.s,x
0,14.8204410802
0,15.0144637918
0,15.1639864097
0,15.2507176198
1,15.3505882317
0,15.4744347379
0,15.6542537817
0,15.7099130013
0,15.777044808
0,15.8202137245
1,15.9368469504
1,16.0513513664
1,16.0549433077
1,16.0622361276
0,16.0679411785
0,16.0708057858
0,16.0990605293
0,16.1036297308
1,16.1728478619
1,16.1783349667
0,16.1935608596
0,16.1977978656
0,16.1984053523
1,16.2077556616
1,16.2137474543
1,16.2467836483
0,16.249027237
0,16.361840126
0,16.3797471765
0,16.3866135704
1,16.4363974961
0,16.4365533772
0,16.4529421415
0,16.4714293709
0,16.4910496157
1,16.4931427341
0,16.513917342
0,16.5224501511
0,16.5304116055
1,16.5424199975
0,16.5514168838
1,16.5587494046
1,16.5924158552
1,16.5996027476
1,16.6011988227
0,16.6135305798
0,16.6455015833
0,16.6610906762
0,16.6876202549
1,16.7202027942
1,16.7274568373
0,16.74670926
1,16.7708031096
0,16.7844903497
1,16.7971032427
0,16.7992213432
0,16.8371754324
1,16.8482077437
1,16.8514969682
1,16.8565849342
1,16.8790090398
1,16.9226871662
1,16.9238013023
0,16.9335853408
1,16.949795925
1,16.9570633296
0,16.9695630106
1,16.9721259863
1,16.9746005324
0,16.9755511242
1,16.9768841633
1,16.9802930619
0,17.0087320017
1,17.0141520277
1,17.0174092411
0,17.0229533506
1,17.0605594995
1,17.0653630782
0,17.0734560867
1,17.0808169211
1,17.0815627185
0,17.093320445
1,17.1074116819
0,17.1199277222
1,17.1293751782
1,17.1311128027
1,17.1352997437
1,17.1485950669
1,17.1753328516
1,17.192546434
1,17.2043698594
0,17.2088253538
1,17.2113563483
1,17.2164852549
0,17.2219108116
1,17.2246607846
1,17.2392866224
0,17.2556080789
1,17.2891075099
1,17.2893285643
1,17.2939453205
1,17.2946847213
0,17.3075551704
1,17.317110343
1,17.3198587478
1,17.3268226029
0,17.329525805
0,17.330726466
1,17.336330398
1,17.3432468128
1,17.3437657049
1,17.3488887232
0,17.3666892302
1,17.4064134555
1,17.4210556593
1,17.4245438147
0,17.4260666585
0,17.4263912212
1,17.4351021784
1,17.4463728871
1,17.4522684632
1,17.4664672759
1,17.4691187661
1,17.4718434724
0,17.4780135899
1,17.4820005593
1,17.4828991773
1,17.4856040702
0,17.494053228
1,17.5259731993
1,17.5261193288
1,17.5406954957
1,17.5481735572
1,17.5490971984
1,17.5525823064
1,17.5552043688
1,17.5591807026
1,17.5617103712
1,17.5629276779
0,17.5836914901
1,17.5946000101
1,17.5948858294
1,17.61908437
1,17.6262773135
1,17.6387831673
1,17.6399366279
1,17.6412625942
1,17.6494489534
0,17.6526059617
1,17.6529508941
1,17.6782509094
1,17.6836548439
1,17.6868192816
1,17.6901512276
1,17.6972328089
1,17.7217304205
1,17.7226322266
1,17.7296304451
1,17.7391836726
1,17.7401264019
1,17.7455338026
1,17.7458467203
1,17.7478759611
1,17.7525673258
1,17.7700353573
1,17.777315593
1,17.7791703021
1,17.7826603785
1,17.785827693
1,17.7884503354
1,17.7935166465
1,17.7966026207
1,17.8028136678
1,17.810424561
1,17.810547837
1,17.8177105212
1,17.8275105116
1,17.8347020915
1,17.8349473948
1,17.8358965803
1,17.8373182881
1,17.8373851307
1,17.8382549429
1,17.8450023758
1,17.8570716553
1,17.8579400405
1,17.8583379305
1,17.8592062017
1,17.8592664502
1,17.8606836801
1,17.8632565293
1,17.8702205128
1,17.8703183714
1,17.8768141
1,17.8778984778
1,17.8807914664
1,17.8828102406
1,17.8942054112
1,17.8945327611
1,17.894741734
1,17.8993994328
1,17.9103911955
1,17.913349381
1,17.9354741136
1,17.9419886542
1,17.9444759784
0,17.9461378292
1,17.9474306558
1,17.9485475518
0,17.9501171067
1,17.9542583228
1,17.954459349
1,17.9599169264
1,17.972074582
1,17.9756626079
1,17.9768629705
1,17.9946146333
