a.s,s.s->a.f,c.f->a.s
1,16.9796971818,9.1566700715
0,16.2498578712,4.72313721135
0,15.1108900347,3.8191866923
0,14.6218046208,7.33821208072
0,15.7913830599,3.32766387224
0,16.3119055416,8.40783361081
1,17.0430123223,7.96700416801
0,16.4349778494,4.8408268729
0,16.9789744148,9.59342432737
1,17.1890833811,11.3052725143
1,17.4211016742,6.54745893231
1,17.8326253175,8.11830262589
1,18.2872335573,8.1334153897
1,17.2274061112,9.37522066392
1,16.7811864006,8.54252621931
0,15.7130274757,5.98156266586
0,15.563172735,7.14907501375
0,17.2773688058,3.7045888475
0,16.8483679425,10.8992448073
1,16.5098992412,11.4916356838
1,18.3729404785,6.06484080387
1,17.2757269805,4.91816971407
1,16.9569795126,5.93804938022
1,18.6703201164,8.66581886786
1,16.0355290119,8.16716952098
0,14.6510810119,8.58493388403
0,15.4101223886,5.78600510278
0,15.1588389952,6.3763772914
0,15.6525192347,4.28246714394
0,17.0844854219,9.47928901486
1,17.78877785,7.74936340657
1,18.6541380428,10.262289997
1,20.2680636172,9.60704605466
1,18.6487738167,11.8777964378
1,20.1072697437,13.2785575403
1,19.3158833195,11.1758293068
1,20.6208210013,9.04506849159
1,21.2703550035,9.22966557322
1,20.2353724998,9.58752053957
1,20.0434212776,7.65056542453
1,19.1516087622,8.42970773132
1,18.2787994645,8.35392356973
1,18.4733646018,8.23736767232
1,19.4296959636,9.02262546502
1,17.0716046412,9.85188505483
1,19.2637709081,11.2191721791
1,17.3808956424,10.3817395509
1,16.8603651039,10.728481887
1,17.4908489166,6.33079989463
0,16.9028286345,4.63775238876
1,15.7339580314,6.67830338766
0,16.8576512243,4.90978970115
1,17.133317688,7.79625618555
1,17.6332738853,5.33926439418
1,17.0700683708,7.38455102984
0,16.1797515393,5.65996846281
0,15.6098348419,9.44475650111
0,15.4781713033,7.58607152144
0,15.3689057474,8.68843764087
0,16.0563070036,9.51236767746
0,14.7332284488,4.58028715071
0,14.2430493349,7.191110919
0,15.3664997641,5.80623742202
0,15.7914981433,4.8650438193
0,15.8027501013,8.47823077935
0,13.9284662875,6.52641317448
0,14.9903875355,3.13870228152
0,14.6148592092,5.36016542734
0,14.9100207067,8.76601969317
0,15.7557104308,4.44589418125
0,16.1123725914,7.69464117479
0,17.6694570462,6.63711501178
0,16.1930672316,7.91684048707
0,14.2585775405,8.82811976933
0,15.0417880391,8.34516405724
0,13.7935078865,5.29012791547
0,16.866759822,4.94460069336
0,16.5232230625,5.13766779596
0,15.1393830223,5.89043037655
0,14.6201916979,3.66791015929
0,14.2734757632,6.35078528198
0,15.4486503969,7.15383576341
0,12.5546699286,1.78888180303
0,13.003787283,5.08849864058
0,11.5281446078,5.86693254161
0,13.1813565196,1.58469248128
0,13.6978645386,3.34893257357
0,14.112770101,2.51293735255
0,12.3565407979,5.34542828496
0,13.8800036863,7.33824438247
0,14.2193790654,5.35459842112
0,14.1078639048,5.78144207432
0,15.3746739292,5.74489727721
0,13.446965466,6.47780733431
0,16.1393204455,7.71416506561
0,15.2273733654,7.32909617249
0,14.4771366266,4.59814376403
0,15.972716278,5.6826276458
0,16.3581099663,5.70157424282
0,16.1880942966,8.61663850729
0,18.1324512789,9.84036739142
1,17.8327199967,7.98447407626
1,19.4543912641,8.51256586641
1,17.6285657596,7.67682065982
1,19.018231065,10.738476119
1,20.943231526,10.6068132464
1,19.5534930002,10.2352291714
1,20.0053887035,9.94728376936
1,21.2459650573,11.6096126152
1,17.9232870076,8.84711341391
1,18.0046263209,6.68755991579
1,17.6764120352,9.4388025437
1,17.7787252817,8.33447166924
1,18.3600461904,7.0698418799
0,16.917429192,9.31171976796
0,16.9252981799,8.06093445567
1,16.6497964726,7.463154506
0,16.1247925865,5.77186295685
1,17.3903991829,11.2466108275
0,17.4578018077,8.98846389773
0,15.7513472266,4.0415991899
0,16.0115438899,4.4313785161
0,15.8451029588,8.73721188078
0,15.0791822748,7.2405484305
0,15.5475163841,6.56969969281
0,16.3204375623,10.6580430113
0,16.0631865537,7.84248772177
0,17.0279093061,7.87535691678
0,17.0639440449,10.4214738339
1,18.1973699984,7.42203280114
1,18.6616784347,9.91445476651
1,18.4722199816,9.36404668338
1,18.8024486479,11.5974737925
1,19.2117781491,7.50859473377
1,18.8365405264,9.21138514645
1,16.8541747629,8.0952801823
1,17.1308928784,10.4259688685
1,18.2392174865,9.13161519279
1,18.1797828287,9.18971584383
1,20.1157565139,8.29597917102
1,20.6071839527,10.5157897244
1,18.815620111,8.41395101869
1,18.105899231,9.44229192777
1,18.3595088118,9.8099297678
1,16.6797553734,9.77903402361
0,16.3415353449,5.63008642067
0,16.257339074,5.80416256386
1,18.1585208676,7.79789134163
1,19.103376957,11.5576939943
1,18.9660580069,9.52326469838
1,16.5653815171,9.4200939398
0,14.52256114,7.38795767687
0,15.2901314065,8.26316774518
0,13.4938978822,5.78097618758
0,13.0503978495,0.643236461797
0,13.3083176579,0.781628602913
0,13.2049642864,6.26222177097
0,12.5533040127,2.45143717453
0,11.7144164685,0.879970179434
0,12.8977839954,5.10765183743
0,13.5018248275,5.62500078099
0,12.3776763261,0.398161550738
0,11.9027094339,4.60546669018
0,12.329575261,1.84370383788
0,10.844884514,3.5831455107
0,11.9131835304,5.46314444601
0,11.6302100758,4.62849663287
0,11.269095143,5.77510943418
0,14.1456284533,4.94209591575
0,13.9135999822,6.37346500995
0,12.2768460225,3.63068670504
0,12.4263782212,0.720856431806
1,24.9473543176,13.5836986037
0,11.085349899,5.01738916388
0,13.6663311844,0.437425459619
0,12.7273454753,4.04697902955
0,10.9421627654,1.48147307525
0,10.7452801982,2.57127101008
0,9.82012042382,2.77378086724
0,9.67253710173,0.190654561826
0,10.9266492179,2.81065702036
0,9.66170136586,0.34898153953
1,23.9010086373,12.8644850296
1,23.0441401462,11.9473590352
1,22.3071296958,12.9603793908
1,20.4336187372,11.3734193967
1,21.2870125108,9.40564949576
1,22.3297894138,10.7093748397
1,21.789781446,11.7023266927
1,21.264765227,9.72446906409
1,21.902199124,13.0090604697
1,22.4836791121,13.2824812938
1,21.2061519335,10.1480348226
1,22.5661046623,12.0712096987
1,22.4412616272,10.6133921397
1,21.1150870111,10.0005205532
0,7.38557000999,0.204312078652
1,23.2556014177,11.886466385
1,21.0672889674,13.5567899946
1,20.1188042176,10.404195792
1,22.9799764478,12.5965259402
0,6.45239096445,0.385866230597
1,21.4815850255,9.42054178842
1,22.0483207051,11.7001458255
1,20.6192336525,11.9214575931
1,19.9775716697,9.60901879746
1,20.4541818315,8.9864418207
1,20.1596478996,10.4775608764
1,21.2966578624,12.6670642171
1,19.0010965227,12.7250397775
1,18.54140994,8.44062421657
1,19.8046898266,12.2967330652
1,19.5560923125,10.0823527639
1,20.2795805036,12.7491565179
1,18.7384584682,11.0766002203
1,18.4064584628,11.7672295385
1,16.9154624106,5.96060770154
1,18.8100349685,8.07451712612
1,18.8418516588,11.4621982946
1,18.1651093318,7.96209405631
1,17.2895759626,11.4866816417
1,17.8338160528,7.13055036239
1,19.2923833986,7.65517076117
1,18.8999211885,11.712463249
1,17.8418957235,5.16127713679
1,18.1366849799,7.71767706434
1,19.5107645276,9.51294725731
1,19.9975568169,14.241964339
1,20.2871596935,9.96415039408
1,19.8998198389,9.37552455683
1,18.5089143389,10.6878862477
1,21.3184991363,13.9175189955
1,20.5713239696,10.1903675489
1,21.6150623991,12.5738773502
1,22.1822837671,14.4264427519
0,9.69540854784,0.656759294034
0,8.91780447657,2.0505902765
1,23.2226027698,11.5999459809
0,8.14543533894,2.4744195494
0,10.3399686117,3.58499644439
1,26.2245279555,14.188025579
0,10.0674026535,2.68967515594
0,11.4166079833,2.58648681716
0,10.0983728738,2.32963322692
0,9.76044310151,4.97882321694
0,8.25102688405,2.58808441337
0,10.0584708782,2.52041715666
0,10.5842846481,0.177609722512
0,10.4367519116,4.3453955778
0,10.5569049833,5.46928950352
0,12.636102233,5.33384681347
0,10.9295474889,0.470563875874
0,12.9527981145,1.9503067733
0,11.1963620177,4.59383915548
0,14.0118395102,3.44088414544
0,13.5551073007,3.03159719123
0,14.4923647662,6.73485626389
0,15.3232557823,3.47667683759
0,13.5901909942,6.17934868557
0,12.6174131387,4.8863942891
0,11.6793393445,2.16139346625
0,12.0782874513,3.82912204358
0,13.3145756654,5.54906051675
0,14.2660716589,3.47080754807
0,12.7085684949,7.1340517937
0,13.1688036165,6.22599955412
0,13.4907202705,2.68040363777
0,13.0288009865,2.08810182522
0,12.9238992516,3.3039161109
0,13.6036314763,2.99949306413
0,14.9497970684,6.3339525586
0,14.8505998159,5.54300533039
0,13.922362896,4.1410459507
0,16.0490774092,7.58365382285
0,16.7829240955,10.230675065
0,17.0990478036,5.83932487104
0,15.9534778162,8.41604578272
0,14.6969332153,4.02283477415
0,16.4777223255,4.95318356611
0,16.9304710179,5.61523399493
0,15.9672396862,5.60398536945
0,15.6690003052,3.45186476913
0,15.4764343059,8.46429058863
0,12.1259401396,6.31551963886
0,12.819641474,0.651289359059
0,13.3466098339,5.81811133788
0,12.8659372144,1.66564953004
0,15.2937135706,3.5808715067
0,16.0010273193,6.39206256368
0,15.7025184975,3.57458917329
0,15.5933727835,9.93112647748
0,14.2907879543,2.98610060042
0,16.5907217441,7.74908936087
0,14.9434800084,5.83105453514
0,13.3399761622,2.99029351551
0,13.8806602456,4.45661396076
0,14.3512189696,2.31627586843
0,13.0637268766,5.89133586735
0,12.8431379074,3.02766036144
0,11.3969108238,5.09763774629
0,12.8413178742,4.7108129678
0,12.0727395024,1.38759542324
0,11.2943231893,3.51580104477
0,9.55008726963,3.38841322226
0,10.3138501106,0.867703611479
0,9.89285344917,3.68193887577
0,10.2994836091,3.96111175936
1,24.2973654047,13.7934045345
1,23.973565139,13.8296394708
1,24.0402671608,12.4060140943
1,22.871251077,10.6566218421
1,21.9251285834,14.3636042122
1,20.4828160693,14.6704897044
0,6.7636660766,0.798051515552
1,21.4126934404,13.4655406534
1,22.6009438879,14.5431336751
1,20.9082379651,12.8098554931
1,21.3221594756,11.5983346374
1,20.9791482813,10.5437243806
1,18.5639667066,11.919874371
1,19.3619124476,7.44877275406
1,19.4303613584,12.4675649324
1,18.5852336617,6.72021201701
1,18.5520094265,11.2058593955
1,20.3936980865,10.57613737
1,18.6686069712,7.59539220758
1,19.7565656171,8.87715672671
1,18.7280846112,13.626314675
1,17.8185329331,7.69630107324
1,17.7514242947,7.27043113336
1,16.49282603,10.9648531489
0,18.2009259116,8.68951414845
1,19.0040500386,8.81164163998
1,18.5665615416,8.7153418949
1,17.433630847,11.8087076659
1,17.7621935739,9.85030881291
1,18.2572513443,5.310497386
0,17.2311297647,4.85079251439
0,14.5586497093,5.42542353875
0,16.1111823822,4.41276284829
0,16.9671320696,8.15924903804
0,16.5871812576,6.10332907878
0,17.7463655446,9.68631279962
0,16.6437554679,8.78815947749
0,17.3442201095,4.12032184096
0,17.0379691163,8.9019125085
1,16.1896661956,7.85453013342
1,16.7946296699,7.03579451442
1,16.5691552541,5.95237168188
0,17.3215348217,6.40704132677
0,14.822842068,8.30682487245
0,16.5045458203,5.69300435949
0,16.3884562001,6.38770056424
0,15.3956834255,9.77779009685
0,15.6107423398,9.97836605617
1,16.5705049465,5.66162895623
1,17.4871162816,6.2409344563
1,15.7928625108,7.85499194845
1,16.9011548699,5.65646927116
1,16.8553853978,9.03347214671
0,16.7590643742,5.5696232136
0,15.4056161963,9.34479531103
0,16.3293533551,8.67570290349
0,16.8075614989,5.97643265496
0,17.175776562,9.76427073889
0,17.1713255079,7.60575887472
